Cod_Estab,measure_L,measure_M
16-12-0913-43,0.262,-1.41
16-12-0896-43,0.075,-0.299
16-12-0896-43,0.191,0.893
16-12-0045-43,-1.496,-4.499
16-12-0933-43,-0.752,0.515
16-12-0933-43,-0.911,-0.279
16-12-0933-43,-0.605,-1.56
16-12-0896-43,-0.162,-0.088
16-12-0045-43,-0.087,-2.632
16-12-0045-43,-0.335,-0.847
16-12-0045-43,-0.335,-4.465
16-12-0896-43,0.191,0.433
16-12-0913-43,-0.605,-1.842
16-12-0913-43,-0.162,-0.369
16-12-0896-43,-0.752,-0.014
16-12-0896-43,0.262,0.261
16-12-0896-43,-0.752,0.0
16-12-0896-43,-0.285,0.925
16-12-0913-43,-0.335,-3.42
16-12-0896-43,-0.684,0.0
16-12-0913-43,-0.991,-1.098
16-12-0896-43,0.031,0.385
16-12-0896-43,-1.084,0.657
16-12-0896-43,-0.042,0.249
16-12-0896-43,0.534,0.265
16-12-0045-43,-0.684,-1.32
16-12-0913-43,-0.605,-1.325
16-12-6421-43,-0.684,-0.912
16-12-0913-43,-1.359,-1.117
16-12-0896-43,-0.087,-0.299
16-12-8256-43,-0.467,-0.138
16-12-0896-43,-0.162,0.378
16-12-0933-43,-0.162,-0.969
16-12-0933-43,0.075,-0.286
16-12-0896-43,-0.412,-0.226
16-12-0913-43,-0.605,-0.783
16-12-0896-43,0.42,-0.014
16-12-0045-43,-0.684,-4.579
16-12-0896-43,0.031,0.128
16-12-6421-43,-0.911,-0.743
16-12-8256-43,-0.209,-1.176
16-12-0896-43,0.262,-0.743
16-12-0913-43,0.42,-1.561
16-12-0933-43,-0.752,-1.031
16-12-0045-43,-2.604,-4.465
16-12-0045-43,-1.579,-2.632
16-12-0933-43,-0.042,-0.146
16-12-0896-43,-0.605,0.12
16-12-8256-43,0.075,-1.41
16-12-0913-43,-0.752,-1.117
16-12-0045-43,0.075,-2.66
16-12-6421-43,-0.605,-1.303
16-12-0913-43,-0.209,-0.847
16-12-0896-43,0.031,0.947
16-12-0896-43,0.031,1.081
16-12-0913-43,-0.467,-0.741
16-12-0896-43,-0.087,0.787
16-12-0045-43,-0.412,-2.601
16-12-0896-43,0.031,1.197
16-12-0896-43,0.031,0.633
16-12-0045-43,-1.755,
16-12-6421-43,-0.911,-0.59
16-12-6421-43,-0.752,-2.072
16-12-0045-43,-0.412,-4.673
16-12-0045-43,-0.087,-4.614
16-12-0045-43,-2.604,-4.614
16-12-0913-43,-0.545,-1.41
16-12-0933-43,-0.911,-0.288
16-12-0896-43,-0.162,-0.014
16-12-0045-43,0.075,
16-12-0896-43,-0.285,0.305
16-12-0933-43,0.075,-0.279
16-12-0933-43,-0.752,-0.969
16-12-6421-43,-0.412,-1.32
16-12-0913-43,-1.084,-2.601
16-12-8256-43,-1.165,-0.743
16-12-0896-43,0.075,0.261
16-12-8256-43,-0.412,-0.519
16-12-0045-43,-0.209,-4.465
16-12-0045-43,-0.684,-2.525
16-12-0933-43,-0.752,-0.007
16-12-0045-43,-0.752,-3.342
16-12-0913-43,0.031,0.0
16-12-0896-43,0.031,-0.43
16-12-0896-43,0.031,0.128
16-12-6421-43,-0.412,-0.969
16-12-0933-43,-0.162,-0.007
16-12-0933-43,0.075,-0.783
16-12-0896-43,0.191,0.134
16-12-8256-43,-0.467,-0.43
16-12-0896-43,0.262,0.305
16-12-0045-43,-2.518,-2.66
16-12-0896-43,-0.545,0.254
16-12-0913-43,-0.412,-1.098
16-12-0933-43,-0.752,-0.43
16-12-0913-43,-1.084,-3.264
16-12-0933-43,-0.752,0.378
16-12-0933-43,-0.042,-0.677
16-12-0913-43,0.305,-1.109
16-12-8256-43,0.075,-4.614
16-12-0913-43,0.305,0.56
16-12-0896-43,-0.684,0.657
16-12-0913-43,-0.545,-1.41
16-12-0933-43,0.305,-0.088
16-12-0913-43,0.075,0.046
16-12-6421-43,-0.752,-0.581
16-12-0913-43,-0.911,-0.581
16-12-6421-43,-0.605,-4.673
16-12-8256-43,-0.335,-1.117
16-12-6421-43,-0.042,-0.369
16-12-6421-43,-1.276,-0.59
16-12-6421-43,-0.545,-1.176
16-12-6421-43,0.075,-2.525
16-12-0913-43,0.191,0.128
16-12-0913-43,-0.605,-1.561
16-12-0913-43,-0.285,-3.42
08-06-0358-43,-0.545,-0.279
08-06-0358-43,-0.545,-2.176
08-06-0358-43,-0.335,-0.754
08-06-0013-43,0.305,-0.847
08-06-0343-43,-0.209,-0.088
08-06-0343-43,-0.412,-0.146
08-06-0013-43,-0.087,0.046
08-06-0013-43,-0.605,-1.41
08-06-0343-43,-0.605,0.378
08-06-0358-43,0.075,-2.481
08-06-0013-43,-0.087,0.79
08-06-0013-43,-0.162,-0.928
08-06-0013-43,0.031,0.0
08-06-0358-43,-0.042,-0.519
08-06-0358-43,0.075,-0.43
08-06-0343-43,-0.605,-0.677
08-06-0343-43,-0.285,-0.286
08-06-0013-43,-0.285,-0.611
08-06-0013-43,2.509,0.525
08-06-0358-43,-0.752,-1.56
08-06-0358-43,-0.752,-3.264
08-06-0343-43,-1.165,-1.32
08-06-0343-43,-0.087,0.128
08-06-0013-43,0.42,-0.581
08-06-0358-43,-0.209,-0.783
08-06-0343-43,-0.412,-2.072
08-06-0013-43,-0.042,-0.912
08-06-0343-43,-0.911,-0.783
08-06-0343-43,-0.467,-1.561
08-06-0343-43,-0.412,-4.465
08-06-0013-43,-0.087,-0.426
08-06-0358-43,-0.209,-0.918
08-06-0343-43,-0.605,-1.176
08-06-0343-43,-0.042,0.0
08-06-0343-43,-0.605,-1.303
08-06-0343-43,-0.545,-0.369
08-06-0343-43,0.075,-1.561
08-06-0343-43,-0.209,-0.918
08-06-0343-43,-1.165,-1.303
08-06-0343-43,-1.084,-3.42
08-06-0343-43,-2.163,-1.41
08-06-0358-43,0.147,-0.43
03-11-0172-43,0.262,-0.519
03-11-0171-43,1.595,0.656
03-11-0174-43,0.83,-1.031
03-11-0171-43,1.32,0.261
03-11-0172-43,0.305,-0.279
03-11-0172-43,0.885,0.816
03-11-0174-43,1.068,0.763
03-11-0174-43,0.649,0.656
03-11-0171-43,-0.209,0.396
03-11-0171-43,2.038,0.515
03-11-0172-43,2.238,1.503
03-11-0172-43,0.147,-0.154
03-11-0172-43,0.075,-0.45
03-11-0172-43,1.542,0.657
03-11-0172-43,0.375,0.0
03-11-0172-43,0.262,-3.226
03-11-0172-43,0.305,-0.226
03-11-0171-43,0.948,-0.969
03-11-0172-43,0.715,0.775
03-11-0172-43,0.534,0.134
03-11-0171-43,0.948,1.204
03-11-0174-43,1.746,0.261
03-11-0174-43,0.534,1.456
03-11-0172-43,0.075,0.249
03-11-0174-43,1.908,0.657
03-11-0174-43,0.601,0.0
03-11-0171-43,2.466,0.633
03-11-0172-43,-0.335,0.394
03-11-0172-43,0.075,0.254
03-11-0172-43,-0.209,-0.288
03-11-0174-43,-0.042,0.394
03-11-0174-43,0.488,-0.299
03-11-0171-43,0.885,0.261
03-11-0171-43,1.068,-0.007
03-11-0171-43,1.398,0.633
03-11-0171-43,0.488,-0.299
03-11-0171-43,-0.412,-1.325
03-11-0172-43,0.83,-0.007
03-11-0171-43,1.746,0.526
03-11-0171-43,1.262,-1.32
03-11-0171-43,1.694,0.265
03-11-0171-43,1.007,-0.147
03-11-0172-43,0.948,0.249
03-11-0172-43,-0.162,-0.369
03-11-0174-43,1.542,0.925
03-11-0174-43,1.908,1.456
03-11-0172-43,0.42,-0.007
03-11-0171-43,0.83,-0.426
03-11-0171-43,0.715,-0.014
03-11-0171-43,0.948,-1.031
03-11-0174-43,0.262,0.526
03-11-0174-43,0.262,0.122
03-11-0171-43,0.766,-0.611
03-11-0172-43,1.068,0.921
03-11-0171-43,1.859,0.947
03-11-0171-43,0.147,-0.43
03-11-0174-43,1.398,0.645
03-11-0172-43,0.649,0.515
03-11-0171-43,4.259,0.265
03-11-0171-43,1.32,0.763
03-11-0171-43,1.908,-0.154
03-11-0174-43,0.191,0.265
03-11-0174-43,1.595,0.56
03-11-0172-43,0.649,-0.014
03-11-0171-43,1.262,0.122
03-11-0171-43,2.238,0.633
03-11-0171-43,1.694,0.046
03-11-0172-43,-0.087,0.12
03-11-0171-43,2.466,0.657
03-11-0171-43,0.948,0.305
03-11-0172-43,1.32,0.56
03-11-0171-43,0.715,-0.288
03-11-0174-43,1.595,0.688
03-11-0171-43,1.191,0.249
03-11-0172-43,1.908,0.763
03-11-0174-43,-0.605,0.505
03-11-0174-43,0.191,0.378
03-11-0172-43,1.191,0.787
03-11-0171-43,1.32,0.688
03-11-0172-43,0.031,0.394
03-11-0174-43,1.398,1.081
03-11-0171-43,1.398,0.947
03-11-0174-43,2.038,0.657
03-11-0171-43,0.031,-0.012
03-11-0174-43,-0.412,-0.014
03-11-0171-43,0.715,1.51
03-11-0172-43,0.83,0.249
03-11-0172-43,0.305,0.505
03-11-0174-43,-0.285,-0.611
03-11-0171-43,1.007,0.122
03-11-0174-43,-0.042,0.0
03-11-0171-43,1.262,-0.138
03-11-0172-43,-0.042,-0.012
03-11-0171-43,2.238,0.79
03-11-0172-43,0.601,0.122
03-11-0172-43,1.542,0.305
03-11-0172-43,-1.165,-0.743
03-11-0172-43,0.305,0.79
03-11-0171-43,2.038,0.177
03-11-0172-43,0.42,-0.43
03-11-0172-43,0.147,0.787
03-11-0174-43,0.766,-0.088
03-11-0172-43,1.595,1.081
06-10-0315-43,0.601,-0.783
06-10-0301-43,-0.042,-0.012
06-10-0301-43,-0.752,-0.279
06-10-0315-43,0.305,0.816
06-10-0306-43,0.305,0.79
06-10-0315-43,1.262,1.204
06-10-0301-43,-0.162,-0.611
06-10-0301-43,1.908,0.505
06-10-0301-43,-0.412,-0.369
06-10-0306-43,0.075,0.433
06-10-0306-43,-0.042,0.775
06-10-0315-43,1.32,0.656
06-10-0315-43,1.595,0.525
06-10-0315-43,1.007,0.378
06-10-0301-43,0.649,-0.912
06-10-0301-43,0.375,-0.226
06-10-0301-43,-0.087,0.265
06-10-0315-43,0.147,0.515
06-10-0315-43,0.262,-0.426
06-10-0315-43,-0.467,0.893
06-10-0306-43,-0.087,-0.754
06-10-0306-43,0.375,-0.611
06-10-0306-43,0.375,-0.226
06-10-0306-43,1.132,0.656
06-10-0315-43,-0.335,0.249
06-10-0315-43,2.466,-0.007
06-10-0306-43,1.454,1.057
06-10-0315-43,0.262,-0.007
06-10-0306-43,0.885,-1.031
06-10-0315-43,0.534,0.134
06-10-0301-43,-0.605,0.505
06-10-0306-43,1.191,0.265
06-10-0315-43,2.238,0.775
06-10-0301-43,1.007,-0.288
06-10-0306-43,0.075,-0.783
06-10-0306-43,0.191,-0.286
06-10-0301-43,-0.042,0.433
06-10-0306-43,0.191,-0.58
06-10-0315-43,0.375,0.177
06-10-0315-43,0.075,-0.154
06-10-0306-43,2.038,0.394
06-10-0315-43,-0.285,0.0
06-10-0306-43,0.031,-0.012
06-10-0306-43,1.191,0.305
06-10-0301-43,0.948,-0.299
06-10-0315-43,0.766,-0.369
06-10-0301-43,0.601,0.525
06-10-0301-43,-0.684,-0.969
06-10-0306-43,-0.335,-1.303
06-10-0301-43,0.601,-0.288
06-10-0301-43,1.542,-0.743
06-10-0306-43,1.262,-0.286
06-10-0306-43,-0.335,0.525
06-10-0306-43,0.262,-0.45
07-03-0066-43,-0.605,-0.611
07-03-0066-43,-0.162,-0.912
07-03-0066-43,0.948,0.249
07-03-0065-43,1.32,-0.45
07-03-0065-43,1.068,-0.369
07-03-0066-43,0.031,-0.147
07-03-0066-43,0.488,0.657
07-03-0066-43,-0.335,-0.754
07-03-0065-43,0.075,0.385
07-03-0066-43,-0.832,-0.436
07-03-0065-43,-0.162,-0.741
07-03-0066-43,-0.752,-4.465
07-03-0065-43,1.398,1.204
07-03-0065-43,0.031,0.122
07-03-0065-43,3.554,0.525
07-03-0066-43,0.305,0.128
07-03-0065-43,-0.285,0.657
07-03-0066-43,-1.359,-0.611
07-03-0066-43,-0.545,-0.369
07-03-0066-43,0.147,-0.088
07-03-0065-43,0.191,-0.369
07-03-0066-43,-0.042,-0.677
07-03-0066-43,-0.335,-0.138
07-03-0066-43,-0.209,1.057
07-03-0065-43,0.42,-0.426
07-03-0065-43,2.085,1.964
07-03-0065-43,1.191,0.396
07-03-0066-43,0.191,-0.014
07-03-0065-43,1.262,0.265
07-03-0066-43,0.534,0.134
06-03-0094-43,1.007,1.179
06-03-0091-43,1.132,0.122
06-03-0094-43,1.859,0.526
06-03-0094-43,1.859,0.763
06-03-0085-43,2.038,1.456
06-03-0085-43,1.191,1.081
06-03-0094-43,1.908,0.947
06-03-0085-43,1.859,0.925
06-03-0094-43,2.283,1.35
06-03-0085-43,2.038,1.027
06-03-0094-43,3.105,2.166
06-03-0085-43,2.038,1.664
06-03-0091-43,0.075,0.396
06-03-0091-43,0.534,1.027
06-03-0091-43,2.735,1.797
06-03-0091-43,1.694,1.204
06-03-0085-43,0.601,0.0
06-03-0091-43,0.649,0.947
06-03-0085-43,0.766,0.433
06-03-0085-43,1.191,1.081
06-03-0091-43,0.649,1.062
06-03-0094-43,4.291,2.013
06-03-0085-43,1.007,1.322
06-03-0091-43,-0.285,0.305
06-03-0085-43,1.908,0.633
06-03-0094-43,2.466,2.725
06-03-0091-43,2.509,1.456
06-03-0091-43,0.42,0.0
06-03-0085-43,1.32,0.254
06-03-0085-43,1.454,0.816
06-03-0091-43,1.191,1.041
06-03-0085-43,1.007,0.515
06-03-0085-43,0.649,0.385
06-03-0085-43,1.068,0.525
06-03-0094-43,1.595,0.526
06-03-0085-43,2.038,1.197
06-03-0091-43,1.595,0.816
06-03-0085-43,0.191,0.305
06-03-0085-43,1.694,1.197
06-03-0085-43,0.83,1.057
06-03-0085-43,0.031,-0.299
06-03-0091-43,0.262,0.526
06-03-0085-43,2.735,2.013
06-03-0091-43,2.085,1.057
06-03-0094-43,0.83,0.385
06-03-0085-43,1.191,1.204
06-03-0094-43,1.068,0.763
06-03-0085-43,0.42,0.947
06-03-0085-43,1.859,0.505
06-03-0091-43,2.085,0.525
06-03-0091-43,1.454,0.633
06-03-0085-43,1.068,1.655
06-03-0094-43,0.42,-0.754
06-03-0094-43,1.859,1.218
06-03-0091-43,0.715,1.797
06-03-0085-43,1.32,1.165
06-03-0085-43,1.32,1.307
06-03-0085-43,1.068,0.394
07-19-0013-43,-0.335,0.128
07-19-0388-43,-0.467,-0.147
07-19-0024-43,0.262,-0.007
07-19-0010-43,0.262,-0.007
07-19-0013-43,-0.162,-1.098
07-19-0013-43,0.191,0.122
07-19-0388-43,-0.467,-2.072
07-19-0388-43,-0.042,-1.737
07-19-0024-43,-0.832,-2.481
07-19-0010-43,-0.209,0.378
07-19-0388-43,-0.832,-1.176
07-19-0013-43,-0.467,0.525
07-19-0013-43,-0.209,-0.426
07-19-0013-43,0.715,-0.226
07-19-0024-43,-0.412,-0.299
07-19-0388-43,1.859,0.046
07-19-0010-43,-0.832,-0.014
07-19-0010-43,-0.545,-0.146
07-19-0010-43,-0.605,-0.088
07-19-0010-43,-0.412,-0.226
07-19-0024-43,1.068,-0.59
07-19-0010-43,0.031,-0.154
07-19-0010-43,-0.162,0.763
07-19-0013-43,0.191,0.921
07-19-0024-43,0.191,-0.43
07-19-0388-43,-0.335,-2.66
07-19-0024-43,-0.285,-1.117
07-19-0388-43,-0.911,-1.685
07-19-0010-43,0.601,0.261
07-19-0024-43,1.068,-0.426
07-19-0010-43,-0.162,0.657
07-19-0010-43,-0.042,0.385
07-19-0024-43,-0.412,-0.754
07-19-0013-43,0.766,1.51
07-19-0013-43,-0.467,0.122
07-19-0013-43,0.42,-0.754
07-19-0010-43,-0.467,0.134
07-19-0388-43,0.191,-0.743
07-19-0388-43,-0.467,-1.561
07-19-0024-43,-0.335,-0.012
07-19-0024-43,-0.042,-0.918
07-19-0013-43,1.262,1.322
07-19-0013-43,-0.467,-0.279
07-19-0024-43,0.031,0.0
07-19-0388-43,1.191,0.0
07-19-0010-43,0.375,0.254
07-19-0010-43,-0.412,0.046
07-19-0024-43,0.42,-0.677
07-19-0024-43,0.262,-0.847
07-19-0388-43,1.191,-0.59
07-19-0024-43,-0.162,-0.426
07-19-0388-43,-0.684,-1.809
07-19-0013-43,0.42,0.657
07-19-0024-43,-0.042,-0.226
07-19-0010-43,0.147,0.378
07-19-0388-43,2.238,0.645
07-19-0024-43,-0.412,-0.581
07-19-0024-43,-0.087,-0.847
07-19-0024-43,-0.335,-1.303
07-19-0388-43,0.075,-1.41
07-19-0013-43,0.262,-0.286
07-19-0024-43,-0.209,-1.41
07-19-0024-43,-0.605,-0.007
07-19-0013-43,-0.042,-0.847
07-19-0024-43,0.262,0.122
07-19-0013-43,0.031,-0.581
07-19-0010-43,0.715,0.0
07-19-0388-43,0.191,1.062
07-19-0010-43,-0.285,0.134
07-19-0388-43,1.068,-0.426
13-30-1380-43,-0.335,-0.138
13-30-1380-43,-0.209,-2.176
13-30-1382-43,-0.752,-1.235
13-30-0004-43,0.031,-0.918
13-30-1382-43,0.262,-1.32
13-30-1380-43,-0.467,-1.031
13-30-1382-43,-0.545,-3.42
13-30-1380-43,-0.752,-2.481
13-30-1380-43,-0.752,0.515
13-30-1382-43,-0.684,-2.481
13-30-1380-43,-0.545,-0.519
13-30-1380-43,-0.162,-0.58
13-30-1380-43,-0.911,-0.154
13-30-1380-43,-0.605,-1.031
13-30-1380-43,-0.545,1.342
13-30-1380-43,0.262,-0.969
13-30-1380-43,0.075,-0.783
13-30-1380-43,-0.412,-1.325
13-30-1380-43,-0.545,-0.007
13-30-0004-43,-0.832,-0.611
13-30-1382-43,-0.285,-0.58
13-30-0004-43,0.075,-0.369
13-30-1380-43,-0.412,-0.741
13-30-1380-43,-0.911,-0.012
13-30-1380-43,-0.832,-1.117
13-30-1382-43,0.147,-0.754
13-30-1380-43,0.715,-0.741
13-30-1380-43,-0.467,-0.146
13-30-1380-43,-0.042,-0.138
13-30-0004-43,-0.911,-0.59
13-30-1382-43,-0.087,-0.783
13-30-1382-43,-0.605,-1.235
13-30-1382-43,0.601,-1.41
13-30-1382-43,0.031,-0.912
13-30-1382-43,0.075,-1.303
13-30-1380-43,-0.832,-1.32
13-30-1382-43,-0.545,-1.117
13-30-1382-43,-0.832,-1.031
13-30-1380-43,-0.911,0.12
13-30-1380-43,0.075,-0.369
03-06-0879-43,0.488,0.134
03-06-0223-43,-0.087,0.265
03-06-0223-43,1.859,0.656
03-06-0879-43,0.075,-0.783
03-06-0223-43,0.305,0.816
03-06-0223-43,1.542,0.787
03-06-0879-43,1.068,0.177
03-06-0124-43,1.398,0.128
03-06-0223-43,-0.991,1.218
03-06-0124-43,0.649,0.305
03-06-0879-43,0.262,0.657
03-06-0879-43,1.191,-0.014
03-06-0124-43,-0.991,0.046
03-06-0223-43,1.908,0.893
03-06-0879-43,-0.285,-0.226
03-06-0879-43,1.007,0.177
03-06-0223-43,1.595,1.204
03-06-0124-43,0.766,0.656
03-06-0879-43,0.147,-1.031
03-06-0879-43,0.075,-0.45
03-06-0223-43,0.649,-0.014
03-06-0879-43,1.068,0.763
03-06-0879-43,-0.832,-0.783
03-06-0223-43,0.766,-0.279
03-06-0124-43,0.488,0.394
03-06-0879-43,0.262,-0.154
03-06-0879-43,1.007,0.128
03-06-0124-43,1.595,0.775
03-06-0223-43,2.085,1.629
03-06-0124-43,0.375,1.629
03-06-0124-43,2.509,2.219
03-06-0124-43,0.147,0.12
03-06-0124-43,1.191,1.041
03-06-0223-43,0.83,0.907
03-06-0223-43,0.601,1.204
03-06-0124-43,2.466,1.165
03-06-0223-43,0.075,-0.611
03-06-0223-43,1.859,0.525
03-06-0879-43,0.649,0.378
03-06-0124-43,1.746,1.204
03-06-0124-43,2.509,0.305
03-06-0223-43,1.068,1.179
03-06-0124-43,-0.545,0.907
03-06-0223-43,0.305,1.35
03-06-0124-43,-0.335,-0.012
03-06-0879-43,0.031,-0.436
03-06-0879-43,-0.209,0.177
03-06-0124-43,0.885,0.657
03-06-0124-43,0.191,-0.014
03-06-0879-43,-0.042,-0.138
03-06-0223-43,-0.162,-0.147
03-06-0124-43,0.948,0.134
03-06-0124-43,1.454,0.305
03-06-0879-43,-0.412,-1.56
03-06-0879-43,0.375,0.775
03-06-0124-43,1.542,0.525
03-06-0879-43,0.766,0.657
03-06-0124-43,1.908,1.204
03-06-0124-43,0.262,-0.299
03-06-0223-43,0.948,0.688
03-06-0124-43,1.694,1.218
03-06-0124-43,2.038,0.657
03-06-0124-43,2.038,1.655
03-06-0124-43,1.908,1.342
03-06-0223-43,0.031,0.656
03-06-0124-43,1.398,0.775
03-06-0124-43,0.488,0.633
03-06-0879-43,2.509,0.893
03-06-0223-43,1.454,0.526
03-06-0124-43,2.085,2.022
03-06-0879-43,3.068,1.204
03-06-0879-43,0.262,-0.007
03-06-0124-43,1.746,0.56
03-06-0124-43,1.398,0.505
03-06-0124-43,1.007,0.249
03-06-0124-43,1.595,0.921
03-06-0124-43,2.238,1.197
03-06-0124-43,0.42,0.12
03-06-0879-43,-0.412,-0.286
03-06-0879-43,0.191,-0.426
03-06-0124-43,1.262,0.526
03-06-0223-43,1.068,0.633
03-06-0124-43,2.466,1.629
03-06-0223-43,2.283,1.062
03-06-0223-43,0.885,1.062
03-06-0223-43,0.375,-0.012
03-06-0223-43,2.509,1.041
03-06-0124-43,1.32,0.305
03-06-0223-43,0.375,0.378
03-06-0223-43,3.52,1.629
03-06-0223-43,1.32,0.261
03-06-0223-43,1.007,0.56
03-06-0223-43,-0.285,-1.536
03-06-0223-43,2.735,1.165
03-06-0124-43,0.305,-0.088
03-06-0223-43,0.075,0.394
03-06-0223-43,-0.087,-0.226
03-06-0223-43,1.859,0.816
03-06-0879-43,-0.285,-0.012
03-06-0124-43,1.068,1.165
03-06-0879-43,0.488,0.134
03-06-0223-43,0.715,0.656
03-06-0223-43,0.601,0.947
03-06-0223-43,0.191,0.515
10-06-1839-43,-0.545,0.645
10-06-1839-43,0.075,-0.147
10-06-1839-43,-0.412,-0.147
10-06-1770-43,0.075,-0.147
10-06-0201-43,0.649,-0.59
10-06-1839-43,0.649,-0.436
10-06-1839-43,0.031,-0.519
10-06-1770-43,-0.087,0.261
10-06-1839-43,1.191,-0.43
10-06-1770-43,0.031,-0.299
10-06-1770-43,-0.335,-0.918
10-06-1770-43,0.375,-0.146
10-06-1770-43,1.007,0.526
10-06-0201-43,0.262,-2.601
10-06-0201-43,-0.042,0.396
10-06-0201-43,-0.042,0.177
10-06-1839-43,0.147,0.645
10-06-1839-43,-0.605,-0.299
10-06-1839-43,-0.042,0.433
10-06-1839-43,-0.684,0.122
10-06-1839-43,-0.467,0.656
10-06-0201-43,0.601,0.394
10-06-1770-43,1.007,0.385
10-06-1770-43,0.075,-0.088
10-06-0201-43,,-4.673
10-06-1839-43,0.649,-0.847
10-06-1839-43,0.191,-0.928
10-06-0201-43,-0.752,-1.176
10-06-0201-43,-0.087,-0.969
10-06-0201-43,1.454,1.307
10-06-1770-43,0.766,0.305
10-06-0201-43,,-3.264
10-06-1770-43,0.601,0.249
10-06-0201-43,0.075,-0.154
10-06-1770-43,-0.285,-0.743
10-06-1770-43,-0.467,-1.098
10-06-1770-43,2.085,0.046
10-06-0201-43,-0.467,-1.466
10-06-1839-43,0.375,-0.519
10-06-1839-43,-0.042,0.396
10-06-0201-43,-0.335,-0.58
10-06-0201-43,1.132,0.396
10-06-1839-43,0.147,-1.842
10-06-0201-43,0.715,0.385
10-06-1839-43,0.262,-0.146
10-06-1839-43,0.534,0.787
10-06-0201-43,0.649,0.394
10-06-0201-43,1.454,-1.031
10-06-0201-43,0.191,-0.288
10-06-1770-43,-0.832,0.122
10-06-1770-43,0.488,-1.176
10-06-0201-43,-0.545,-0.912
10-06-1839-43,-0.605,0.79
10-06-0201-43,,-2.66
10-06-1839-43,0.031,-0.43
10-06-1770-43,-0.832,-0.288
10-06-1770-43,-0.605,0.396
10-06-1770-43,0.075,0.394
10-06-0201-43,1.262,0.12
10-06-0201-43,-0.545,0.385
10-06-0201-43,-0.335,-0.928
10-06-1770-43,-0.467,-0.088
03-05-0009-43,-0.684,-1.466
03-05-0010-43,1.068,0.396
03-05-0007-43,1.191,0.688
03-05-0007-43,2.038,1.197
03-05-0007-43,0.075,0.177
03-05-0010-43,0.948,0.633
03-05-0010-43,-0.209,-0.299
03-05-0010-43,0.948,1.782
03-05-0007-43,-0.832,-0.611
03-05-0007-43,0.83,0.526
03-05-0007-43,0.191,-0.43
03-05-0007-43,0.031,-0.146
03-05-0010-43,0.534,-0.138
03-05-0010-43,0.83,0.925
03-05-0010-43,1.32,0.396
03-05-0010-43,-0.285,-0.519
03-05-0007-43,0.601,0.515
03-05-0007-43,-0.285,1.307
03-05-0007-43,-0.335,-0.138
03-05-0010-43,0.191,0.134
03-05-0010-43,1.262,0.79
03-05-0010-43,0.191,0.645
03-05-0010-43,0.83,0.645
03-05-0007-43,0.649,0.657
03-05-0007-43,0.766,0.925
03-05-0007-43,-0.605,-0.146
03-05-0010-43,0.42,-0.969
03-05-0010-43,0.191,0.645
03-05-0007-43,-0.545,0.907
03-05-0007-43,-0.162,-0.519
03-05-0007-43,0.488,0.177
03-05-0007-43,0.375,0.787
03-05-0010-43,0.885,0.79
03-05-0009-43,-0.467,-0.45
03-05-0007-43,0.375,-1.176
03-05-0007-43,-0.467,0.12
03-05-0010-43,0.649,-0.147
03-05-0010-43,1.746,0.925
03-05-0007-43,0.488,-1.235
03-05-0007-43,-0.162,0.12
03-05-0009-43,-0.162,-0.279
03-05-0007-43,1.32,1.062
03-05-0007-43,2.038,1.655
03-05-0010-43,0.948,0.433
03-05-0010-43,-0.752,-0.226
03-05-0007-43,-0.752,-0.45
03-05-0009-43,-0.605,-0.59
03-05-0010-43,0.766,1.081
03-05-0009-43,-0.605,0.254
03-05-0010-43,-0.087,-0.426
03-05-0009-43,-0.162,0.122
03-05-0007-43,1.262,-0.969
03-05-0009-43,-0.162,0.515
03-05-0010-43,0.83,0.394
03-05-0007-43,-0.832,-0.519
03-05-0009-43,-1.084,-1.303
03-05-0009-43,-0.605,-0.426
03-05-0010-43,-0.545,-0.43
03-05-0007-43,2.283,0.12
03-05-0007-43,1.068,0.763
03-05-0009-43,-0.991,0.134
03-05-0009-43,-0.209,0.12
03-05-0009-43,0.075,-0.226
03-05-0009-43,-0.467,0.305
03-05-0007-43,0.534,0.79
03-05-0009-43,1.262,1.027
03-05-0009-43,0.075,-1.117
03-05-0009-43,0.375,0.0
03-05-0010-43,-0.684,-0.369
03-05-0009-43,0.42,-0.007
03-05-0009-43,0.031,0.79
03-05-0007-43,-0.832,0.134
14-06-0253-43,0.191,-0.847
14-06-0237-43,-0.752,-1.117
14-06-0237-43,0.075,-1.098
14-06-0237-43,-0.335,-0.58
14-06-0253-43,1.007,-0.147
14-06-0245-43,0.262,0.249
14-06-0245-43,-0.042,0.505
14-06-0245-43,0.147,0.305
14-06-0237-43,0.534,0.122
14-06-0245-43,0.305,-0.154
14-06-0253-43,-0.162,-0.369
14-06-0245-43,0.262,-1.031
14-06-0245-43,-0.285,-0.918
14-06-0253-43,0.305,0.265
14-06-0237-43,-0.285,-0.58
14-06-0245-43,0.075,-0.138
14-06-0245-43,0.488,0.645
14-06-0245-43,-0.162,-0.147
14-06-0245-43,-0.911,0.134
14-06-0245-43,-1.579,-0.928
14-06-0245-43,0.375,0.775
14-06-0245-43,0.075,-0.007
14-06-0253-43,-0.832,-0.519
14-06-0253-43,0.147,0.177
14-06-0237-43,-4.471,-4.499
14-06-0253-43,-0.412,-0.45
14-06-0237-43,-0.684,-0.154
14-06-0245-43,0.075,0.134
14-06-0245-43,-0.285,0.394
14-06-0253-43,0.83,-0.436
14-06-0237-43,0.649,-0.43
